|024040100415448241KD|,|CC ACID WASH// ARC|,|2021|,|024040100415448241KD2021D0017M|,01-04-2021 13:09:19,01-04-2021 13:09:19,|1010401001|,|3040246|,2,|KIT|,|PT ANDALAS PRIMA SENTOSA+2|,|00015/PO/PPO/04/2021|,|M02|,1333200,,| |
|024040100415448241KD|,|PRISMAFLEX TPE 2000|,|2021|,|024040100415448241KD2021D0018M|,01-04-2021 13:21:12,01-04-2021 13:21:12,|1010401006|,|020702000|,10,|PCS|,|PT TAWADA HEALTHCARE+1|,|00018/PO/PPO/04/2021|,|M02|,9818181.82,,| |
|024040100415448241KD|,|EXTENSION LINE FOR PRISMATHERMII (EXTRALINE)|,|2021|,|024040100415448241KD2021D0019M|,01-04-2021 13:21:12,01-04-2021 13:21:12,|1010401006|,|020200361|,10,|PCS|,|PT TAWADA HEALTHCARE+1|,|00018/PO/PPO/04/2021|,|M02|,122727.28,,| |
|024040100415448241KD|,|BREATHING CIRCUIT ANESTHESIA ALTECH (AL1100)|,|2021|,|024040100415448241KD2021D0020M|,01-04-2021 13:26:23,01-04-2021 13:26:23,|1010401006|,|020200021|,150,|PCS|,|PT. SURGIKA ALKESINDO+1|,|00020/PO/PPO/04/2021|,|M02|,55800,,| |
|024040100415448241KD|,|NEEDLE NO.18|,|2021|,|024040100415448241KD2021D0021M|,01-04-2021 13:27:00,01-04-2021 13:27:00,|1010401006|,|1010243|,5000,|PCS|,|PT. INTISUMBER HASIL SEMPURNA GLOBAL+4|,|00023/PO/XPO/04/2021|,|M02|,213,,| |
|024040100415448241KD|,|GUEDEL AIRWAY 90|,|2021|,|024040100415448241KD2021D0022M|,01-04-2021 13:31:46,01-04-2021 13:31:46,|1010401006|,|01.020806718|,200,|PCS|,|PT DWIASRI GRAHA +1|,|00025/PO/PPO/04/2021|,|M02|,6600,,| |
|024040100415448241KD|,|POUCHES 10 GST|,|2021|,|024040100415448241KD2021D0023M|,01-04-2021 13:33:53,01-04-2021 13:33:53,|1010401006|,|0147102014|,2,|PCS|,|PT. PARIT PADANG GLOBAL+1|,|00027/PO/PPO/04/2021|,|M02|,819994.11,,| |
|024040100415448241KD|,|GABAPENTIN KAP 300 MG|,|2021|,|024040100415448241KD2021D0024M|,01-04-2021 13:36:01,01-04-2021 13:36:01,|1010401006|,|2.05042016|,7650,|KAPL|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00029/PO/PPO/04/2021|,|M02|,544.17,,| |
|024040100415448241KD|,|SIANOKOBALAMIN (VITAMIN B12) TAB 50 MCG|,|2021|,|024040100415448241KD2021D0025M|,01-04-2021 13:42:06,01-04-2021 13:42:06,|1010401002|,|2040081|,10000,|TAB|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00031/PO/PPO/04/2021|,|M02|,43,,| |
|024040100415448241KD|,|ELECSYS ANTI SARS.COV.2 S|,|2021|,|024040100415448241KD2021D0026M|,01-04-2021 13:46:25,01-04-2021 13:46:25,|1010401001|,|024200029|,1,|BOX|,|PT. DEXA ARFINDO PRATAMA+2|,|00033/PO/PPO/04/2021|,|M02|,19830000,,| |
|024040100415448241KD|,|VICRYL 4-0 W 9113|,|2021|,|024040100415448241KD2021D0027M|,01-04-2021 13:46:57,01-04-2021 13:46:57,|1010401006|,|1.020.221|,60,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00034/PO/PPO/04/2021|,|M02|,90860,,| |
|024040100415448241KD|,|VICRYL 3-0 W 9114|,|2021|,|024040100415448241KD2021D0028M|,01-04-2021 13:51:34,01-04-2021 13:51:34,|1010401006|,|1.020.226|,60,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00037/PO/PPO/04/2021|,|M02|,106773,,| |
|024040100415448241KD|,|VICRYL 5-0 W9442 CT|,|2021|,|024040100415448241KD2021D0029M|,01-04-2021 13:51:34,01-04-2021 13:51:34,|1010401006|,|1.020.223|,60,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00037/PO/PPO/04/2021|,|M02|,90127,,| |
|024040100415448241KD|,|VICRYL 1 W 9998|,|2021|,|024040100415448241KD2021D0030M|,01-04-2021 13:51:34,01-04-2021 13:51:34,|1010401006|,|1.020.212|,36,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00037/PO/PPO/04/2021|,|M02|,144100,,| |
|024040100415448241KD|,|NIFEDIPIN TAB SR 30 MG (ADALAT OROS)|,|2021|,|024040100415448241KD2021D0031M|,01-04-2021 14:01:08,01-04-2021 14:01:08,|1010401006|,|TA.332|,3000,|TABLET|,|PT. PARIT PADANG GLOBAL+1|,|00041/PO/PPO/04/2021|,|M02|,3986,,| |
|024040100415448241KD|,|EGIA 60 MEDIUM THICK SULU RELOAD (COVIDIEN)|,|2021|,|024040100415448241KD2021D0032M|,01-04-2021 14:08:00,01-04-2021 14:08:00,|1010401006|,|01.022805318|,3,|PCS|,|PT. ANUGRAH ARGON MEDICA+8|,|00044/PO/XPO/04/2021|,|M06|,3085500,,| |
|024040100415448241KD|,|EGIA 60 EXTRA THICK SULU|,|2021|,|024040100415448241KD2021D0033M|,01-04-2021 14:08:00,01-04-2021 14:08:00,|1010401006|,|030700181|,3,|PCS|,|PT. ANUGRAH ARGON MEDICA+8|,|00044/PO/XPO/04/2021|,|M06|,3085500,,| |
|024040100415448241KD|,|NGT NO.16 STOMACH TUBE SILICON (FESCO)|,|2021|,|024040100415448241KD2021D0034M|,01-04-2021 14:21:03,01-04-2021 14:21:03,|1010401006|,|AS.445|,30,|PCS|,|PT. FESCO INDONESIA+1|,|00046/PO/PPO/04/2021|,|M02|,36762,,| |
|024040100415448241KD|,|FOLLEY CATHETER SILICON NO.16 (FESCO)|,|2021|,|024040100415448241KD2021D0035M|,01-04-2021 14:21:03,01-04-2021 14:21:03,|1010401006|,|1.010.108.1|,10,|PCS|,|PT. FESCO INDONESIA+1|,|00046/PO/PPO/04/2021|,|M02|,33360,,| |
|024040100415448241KD|,|FOLLEY CATHETER SILICON 18 (FESCO)|,|2021|,|024040100415448241KD2021D0036M|,01-04-2021 14:21:03,01-04-2021 14:21:03,|1010401006|,|1.010.108.2|,10,|PCS|,|PT. FESCO INDONESIA+1|,|00046/PO/PPO/04/2021|,|M02|,35651,,| |
|024040100415448241KD|,|CONTROL PLASMA N|,|2021|,|024040100415448241KD2021D0037M|,01-04-2021 14:29:41,01-04-2021 14:29:41,|1010401001|,|3.040.093|,2,|BOX|,|PT.SABA INDOMEDIKA+2|,|00048/PO/PPO/04/2021|,|M02|,1945944,,| |
|024040100415448241KD|,|CA CLEAN 1 (GSA 500 A)|,|2021|,|024040100415448241KD2021D0038M|,01-04-2021 14:29:41,01-04-2021 14:29:41,|1010401001|,|3.050.057|,5,|BOX|,|PT.SABA INDOMEDIKA+2|,|00048/PO/PPO/04/2021|,|M02|,1002078,,| |
|024040100415448241KD|,|CA CLEAN II (520A)|,|2021|,|024040100415448241KD2021D0039M|,01-04-2021 14:29:41,01-04-2021 14:29:41,|1010401001|,|3.050.281|,3,|KIT|,|PT.SABA INDOMEDIKA+2|,|00048/PO/PPO/04/2021|,|M02|,834718.5,,| |
|024040100415448241KD|,|CUVETTE ( SUC-400A )... SABA|,|2021|,|024040100415448241KD2021D0040M|,01-04-2021 14:29:41,01-04-2021 14:29:41,|1010401006|,|1.040.095|,8,|PACK|,|PT.SABA INDOMEDIKA+2|,|00048/PO/PPO/04/2021|,|M02|,1434510,,| |
|024040100415448241KD|,|MEDITAPE UC-11A|,|2021|,|024040100415448241KD2021D0041M|,01-04-2021 14:36:37,01-04-2021 14:36:37,|1010401006|,|3050262.4|,10,|TUBE|,|PT.SABA INDOMEDIKA+2|,|00050/PO/PPO/04/2021|,|M02|,727650,,| |
|024040100415448241KD|,|UC CONTROL|,|2021|,|024040100415448241KD2021D0042M|,01-04-2021 14:36:37,01-04-2021 14:36:37,|1010401001|,|3.040.093.1|,1,|KIT|,|PT.SABA INDOMEDIKA+2|,|00050/PO/PPO/04/2021|,|M02|,1517256.4,,| |
|024040100415448241KD|,|UF CELLSHEATH|,|2021|,|024040100415448241KD2021D0043M|,01-04-2021 14:36:37,01-04-2021 14:36:37,|1010401001|,|3050262.6|,5,|BOX|,|PT.SABA INDOMEDIKA+2|,|00050/PO/PPO/04/2021|,|M02|,3158313.4,,| |
|024040100415448241KD|,|UF CONTROL|,|2021|,|024040100415448241KD2021D0044M|,01-04-2021 14:36:37,01-04-2021 14:36:37,|1010401001|,|3050262.7|,1,|KIT|,|PT.SABA INDOMEDIKA+2|,|00050/PO/PPO/04/2021|,|M02|,2872536.7,,| |
|024040100415448241KD|,|CELLPACK DCL 20 L|,|2021|,|024040100415448241KD2021D0045M|,01-04-2021 14:40:31,01-04-2021 14:40:31,|1010401001|,|3050253|,10,|KIT|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/04/2021|,|M02|,1750320,,| |
|024040100415448241KD|,|SULFOLYSER 1.5 (SLS 240A)|,|2021|,|024040100415448241KD2021D0046M|,01-04-2021 14:40:31,01-04-2021 14:40:31,|1010401001|,|3050254|,1,|BOTOL|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/04/2021|,|M02|,1980000,,| |
|024040100415448241KD|,|FLUOROCELL WNR|,|2021|,|024040100415448241KD2021D0047M|,01-04-2021 14:40:31,01-04-2021 14:40:31,|1010401001|,|3050256|,4,|KIT|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/04/2021|,|M02|,3597660,,| |
|024040100415448241KD|,|FLUOROCELL WDF|,|2021|,|024040100415448241KD2021D0048M|,01-04-2021 14:40:31,01-04-2021 14:40:31,|1010401001|,|3050258|,4,|KIT|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/04/2021|,|M02|,6996330,,| |
|024040100415448241KD|,|CELLPACK DFL 1.5L (DFL-300A)|,|2021|,|024040100415448241KD2021D0049M|,01-04-2021 14:40:31,01-04-2021 14:40:31,|1010401001|,|3050.0531|,1,|BOTOL|,|PT.SABA INDOMEDIKA+2|,|00052/PO/PPO/04/2021|,|M02|,1029600,,| |
|024040100415448241KD|,|DYNAMIC HIP SPACER|,|2021|,|024040100415448241KD2021D0050M|,01-04-2021 14:44:00,01-04-2021 14:44:00,|1010401006|,|020200417|,0,|PAKET|,|PT. BIOTEK INTI KORPORINDO+16|,|00054/PO/XPO/04/2021|,|MX|,14700000,,| |
|024040100415448241KD|,|AMINOFLUID (B FLUID) 500 ML|,|2021|,|024040100415448241KD2021D0051M|,01-04-2021 15:04:58,01-04-2021 15:04:58,|1010401001|,|020300182|,150,|BAG|,|PT. MERAPI UTAMA PHARMA+2|,|00057/PO/PPO/04/2021|,|M02|,76299.3,,| |
|024040100415448241KD|,|AMINOFLUID (B FLUID) 500 ML|,|2021|,|024040100415448241KD2021D0052M|,01-04-2021 15:06:23,01-04-2021 15:06:23,|1010401001|,|020300182|,100,|BAG|,|PT. MERAPI UTAMA PHARMA+2|,|00059/PO/PPO/04/2021|,|M02|,76299.3,,| |
|024040100415448241KD|,|MORFIN HCL 10 MG/ ML INJ (I.M./ S.K./ I.V.) (MORFINA)|,|2021|,|024040100415448241KD2021D0053M|,01-04-2021 15:10:42,01-04-2021 15:10:42,|1010401001|,|2.080.005|,5000,|AMPUL|,|PT KIMIA FARMA TRADING & DISTRIBUTION+2|,|00062/PO/PPO/04/2021|,|M02|,30954.5,,| |
|024040100415448241KD|,|OMEPRAZOL KAPS 20 MG|,|2021|,|024040100415448241KD2021D0054M|,01-04-2021 15:13:34,01-04-2021 15:13:34,|1010401004|,|2.040.058|,26800,|CAPSUL|,|PT. ENSEVAL PUTERA MEGATRADING TBK+1|,|00064/PO/PPO/04/2021|,|M02|,129.97,,| |
|024040100415448241KD|,|METILPREDNISOLON TAB 4 MG|,|2021|,|024040100415448241KD2021D0055M|,01-04-2021 15:13:34,01-04-2021 15:13:34,|1010401002|,|8.010.096|,9000,|TABLET|,|PT. ENSEVAL PUTERA MEGATRADING TBK+1|,|00064/PO/PPO/04/2021|,|M02|,143,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 1M3 (O2)|,|2021|,|024040100415448241KD2021D0056M|,01-04-2021 15:17:43,01-04-2021 15:17:43,|1010401003|,|06114780|,10,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00067/PO/PPO/04/2021|,|M02|,20900,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 2M3 (O2)|,|2021|,|024040100415448241KD2021D0057M|,01-04-2021 15:17:43,01-04-2021 15:17:43,|1010401003|,|06123510|,4,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00067/PO/PPO/04/2021|,|M02|,26400,,| |
|024040100415448241KD|,|END-CAP PFNA 5 MM (BAS)|,|2021|,|024040100415448241KD2021D0058M|,01-04-2021 15:46:00,01-04-2021 15:46:00,|1010401006|,|01.022708118|,1,|PCS|,|PT. BINA ARTHA SEMESTA+4|,|00070/PO/XPO/04/2021|,|M02|,504900,,| |
|024040100415448241KD|,|KOMBINASI: IPRATROPIUM BROMIDA 0.5 MG + SALBUTAMOL 2.5 MG CAIRAN IH (COMBIVENT UDV)|,|2021|,|024040100415448241KD2021D0059M|,01-04-2021 15:48:00,01-04-2021 15:48:00,|1010401001|,|9030142|,500,|CAN|,|PT. ANUGERAH PHARMINDO LESTARI+4|,|00073/PO/XPO/04/2021|,|M02|,3635.5,,| |
|024040100415448241KD|,|VICRYL 8-0 J 548G|,|2021|,|024040100415448241KD2021D0060M|,01-04-2021 15:55:57,01-04-2021 15:55:57,|1010401006|,|01002354|,24,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00079/PO/PPO/04/2021|,|M02|,716320,,| |
|024040100415448241KD|,|UMBILICAL CORD KLEM|,|2021|,|024040100415448241KD2021D0061M|,01-04-2021 15:58:19,01-04-2021 15:58:19,|1010401006|,|27112015.1|,700,|PCS|,|PT SENTRA ASIA GEMILANG+1|,|00083/PO/PPO/04/2021|,|M02|,2750,,| |
|024040100415448241KD|,|ANALOG INSULIN : RAPID ACTING INJ 100 UI/ML (APIDRA)|,|2021|,|024040100415448241KD2021D0062M|,01-04-2021 15:59:42,01-04-2021 15:59:42,|1010401999|,|90100154|,200,|VIAL|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00085/PO/PPO/04/2021|,|M02|,89500,,| |
|024040100415448241KD|,|ANALOG INSULIN LONG ACTING INJ 100 IU/ML PENFILL CATRIDGE (LANTUS SOLOSTAR) |,|2021|,|024040100415448241KD2021D0063M|,01-04-2021 16:01:15,01-04-2021 16:01:15,|1010401001|,|9010075|,50,|FLC|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00087/PO/PPO/04/2021|,|M02|,89000,,| |
|024040100415448241KD|,|AQUALINE |,|2021|,|024040100415448241KD2021D0064M|,01-04-2021 16:46:00,01-04-2021 16:46:00,|1010401001|,|01092014.714|,5,|PCS|,|PT. BISAWI TUMBUH SELARAS+8|,|00093/PO/XPO/04/2021|,|M06|,3484800,,| |
|024040100415448241KD|,|AQUA SPIKE |,|2021|,|024040100415448241KD2021D0065M|,01-04-2021 16:46:00,01-04-2021 16:46:00,|1010401006|,|011452001|,6,|PCS|,|PT. BISAWI TUMBUH SELARAS+8|,|00093/PO/XPO/04/2021|,|M06|,451935,,| |
|024040100415448241KD|,|VICRYL 8-0 J 548G|,|2021|,|024040100415448241KD2021D0066M|,05-04-2021 07:35:02,05-04-2021 07:35:02,|1010401006|,|01002354|,24,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00095/PO/PPO/04/2021|,|M02|,716320,,| |
|024040100415448241KD|,|KLORAMFENICOL SALEP KULIT 2 % 15G (BUFACETIN)|,|2021|,|024040100415448241KD2021D0067M|,05-04-2021 08:11:27,05-04-2021 08:11:27,|1010401005|,|2.24032017|,250,|TUBE|,|PT KIMIA FARMA TRADING & DISTRIBUTION+1|,|00100/PO/PPO/04/2021|,|M02|,3241.8,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 1M3 (O2)|,|2021|,|024040100415448241KD2021D0068M|,05-04-2021 08:23:34,05-04-2021 08:23:34,|1010401003|,|06114780|,23,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00102/PO/PPO/04/2021|,|M02|,20900,,| |
|024040100415448241KD|,|OKSIGEN TABUNG 2M3 (O2)|,|2021|,|024040100415448241KD2021D0069M|,05-04-2021 08:23:34,05-04-2021 08:23:34,|1010401003|,|06123510|,5,|TABUNG|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00102/PO/PPO/04/2021|,|M02|,26400,,| |
|024040100415448241KD|,|MONOSYN 1 HR 48|,|2021|,|024040100415448241KD2021D0070M|,05-04-2021 10:45:53,05-04-2021 10:45:53,|1010401006|,|1020090|,360,|PCS|,|PT. DOS NI ROHA+1|,|00105/PO/PPO/04/2021|,|M02|,124740,,| |
|024040100415448241KD|,|AMINOFLUID (B FLUID) 500 ML|,|2021|,|024040100415448241KD2021D0071M|,05-04-2021 10:58:51,05-04-2021 10:58:51,|1010401001|,|020300182|,440,|BAG|,|PT. MERAPI UTAMA PHARMA+2|,|00107/PO/PPO/04/2021|,|M02|,76299.3,,| |
|024040100415448241KD|,|3.5 CORTEX SCREW 14 MM SELF TAPING TITANIUM (BAS)|,|2021|,|024040100415448241KD2021D0072M|,05-04-2021 11:11:00,05-04-2021 11:11:00,|1010401006|,|0139621|,1,|PCS|,|PT. BINA ARTHA SEMESTA+4|,|00110/PO/XPO/04/2021|,|M02|,112000,,| |
|024040100415448241KD|,|PROLENE 3-0 8021T CTG|,|2021|,|024040100415448241KD2021D0073M|,05-04-2021 11:32:49,05-04-2021 11:32:49,|1010401006|,|1.020.107|,96,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00112/PO/PPO/04/2021|,|M02|,72567.75,,| |
|024040100415448241KD|,|VICRYL 6-0 W 9500 T|,|2021|,|024040100415448241KD2021D0074M|,05-04-2021 11:32:49,05-04-2021 11:32:49,|1010401006|,|102.024|,72,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00112/PO/PPO/04/2021|,|M02|,86266.08,,| |
|024040100415448241KD|,|VICRYL PLUS 4-0 CT VCP 392H|,|2021|,|024040100415448241KD2021D0075M|,05-04-2021 11:39:17,05-04-2021 11:39:17,|1010401006|,|1.020.235|,72,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00114/PO/PPO/04/2021|,|M02|,92448.08,,| |
|024040100415448241KD|,|PROLENE 6-0 W8697 CUT|,|2021|,|024040100415448241KD2021D0076M|,05-04-2021 11:39:17,05-04-2021 11:39:17,|1010401006|,|1.020.123|,36,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+2|,|00114/PO/PPO/04/2021|,|M02|,101730.5,,| |
|024040100415448241KD|,|CVC 2 LUMEN 12 FR 16 CM (122 UF/CDL ARROW)|,|2021|,|024040100415448241KD2021D0077M|,05-04-2021 11:51:08,05-04-2021 11:51:08,|1010401006|,|01.021610117|,20,|PCS|,|PT. PARIT PADANG GLOBAL+2|,|00116/PO/PPO/04/2021|,|M02|,809902.8,,| |
|024040100415448241KD|,|OKSIGEN LIQUID (O2)|,|2021|,|024040100415448241KD2021D0078M|,05-04-2021 11:51:32,05-04-2021 11:51:32,|1010401001|,|6.010.004|,3680,|LITER|,|PT ANEKA GAS INDUSTRI. TBK+2|,|00117/PO/PPO/04/2021|,|M02|,3630,,| |
|024040100415448241KD|,|AMIODARON INJEKSI 150 MG / 3 ML (I.V.)|,|2021|,|024040100415448241KD2021D0079M|,05-04-2021 11:57:53,05-04-2021 11:57:53,|1010401001|,|IC.057|,100,|AMPUL|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00120/PO/PPO/04/2021|,|M02|,8690,,| |
|024040100415448241KD|,|MERSILK 3-0 SW212|,|2021|,|024040100415448241KD2021D0080M|,05-04-2021 12:00:40,05-04-2021 12:00:40,|1010401006|,|1.020.053|,24,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00122/PO/PPO/04/2021|,|M02|,61160,,| |
|024040100415448241KD|,|MERSILK 2-0 SW 213|,|2021|,|024040100415448241KD2021D0081M|,05-04-2021 12:00:40,05-04-2021 12:00:40,|1010401006|,|1.020.048|,24,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00122/PO/PPO/04/2021|,|M02|,70224,,| |
|024040100415448241KD|,|PIOGLITAZON TAB 15 MG|,|2021|,|024040100415448241KD2021D0082M|,05-04-2021 12:21:13,05-04-2021 12:21:13,|1010401002|,|2010029|,870,|TAB|,|PT. PARIT PADANG GLOBAL+1|,|00127/PO/PPO/04/2021|,|M02|,2178,,| |
|024040100415448241KD|,|SARS.COV.2 RAPID ANTIGEN|,|2021|,|024040100415448241KD2021D0083M|,05-04-2021 13:39:46,05-04-2021 13:39:46,|1010401001|,|024200025|,30,|KIT|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00129/PO/PPO/04/2021|,|M02|,1700000,,| |
|024040100415448241KD|,|CALIBRATOR CARTRIDGE 1 STP.PHOX ULTRA CCX|,|2021|,|024040100415448241KD2021D0084M|,05-04-2021 13:43:58,05-04-2021 13:43:58,|1010401999|,|30500031|,1,|PACK|,|PT. TAMARA OVERSEAS CORPORINDO+2|,|00131/PO/PPO/04/2021|,|M02|,20350000,,| |
|024040100415448241KD|,|CVC 3 LUMEN 7 FR 20 CM (ARROW)|,|2021|,|024040100415448241KD2021D0085M|,05-04-2021 13:50:28,05-04-2021 13:50:28,|1010401006|,|01.021008717|,41,|PCS|,|PT. PARIT PADANG GLOBAL+2|,|00133/PO/PPO/04/2021|,|M02|,503893.53,,| |
|024040100415448241KD|,|METRONIDAZOL LAR INF 500MG/100ML (I.V)|,|2021|,|024040100415448241KD2021D0086M|,05-04-2021 14:14:00,05-04-2021 14:14:00,|1010401001|,|2.010.086|,356,|BOTOL|,|PT. ANUGRAH ARGON MEDICA+4|,|00137/PO/XPO/04/2021|,|M02|,8109.2,,| |
|024040100415448241KD|,|ENZIMATIC 5 LITER (CIDEZYME)|,|2021|,|024040100415448241KD2021D0087M|,05-04-2021 14:32:06,05-04-2021 14:32:06,|1010401001|,|2.020.009|,25000,|ML|,|PT. ANUGRAH ARGON MEDICA+1|,|00139/PO/PPO/04/2021|,|M02|,202.75,,| |
|024040100415448241KD|,|BONE CEMENT GENTAMISIN 40 GRAM (GHU 40)|,|2021|,|024040100415448241KD2021D0088M|,05-04-2021 14:38:12,05-04-2021 14:38:12,|1010401006|,|020200418|,2,|PCS|,|PT. ANUGERAH PHARMINDO LESTARI+1|,|00840/PO/PPO/06/2021|,|M02|,1584000,,| |
